headline,label,lm_positive_words,lm_negative_words,detected_entities,detected_directional_words,senti_dd_pos_pairs,senti_dd_neg_pairs,senti_dd_score,senti_dd_prediction,correct
in a recent interview with the financial times ft sampo s board chairman bjorn wahlroos said if p&c was certainly for sale and the price had been set at sek 85 billion confirming earlier statements,neutral,[],[],['sale'],[],[],[],0,neutral,True
as a result the company currently anticipates net sales to increase and the operating result to be positive,positive,['positive'],[],"['company', 'net', 'sale', 'result']",['increas'],"['sale_increas', 'net_increas']","['result_increas', 'company_increas']",1,positive,True
consolidated operating profit from continuing operations decreased by 62 3 to eur 51 2 mn from eur 135 7 mn in 2007,negative,[],[],"['eur', 'profit', 'mn']",['decreas'],[],"['mn_decreas', 'eur_decreas', 'profit_decreas']",-3,negative,True
the flagship will open this fall in manhattan s flatiron district in the toy building at 200 fifth avenue,neutral,[],[],[],['fall'],[],[],0,neutral,True
no financial information was provided,neutral,[],[],[],[],[],[],0,neutral,True
however the company saw its net profit for the third quarter down to eur 1 4 million from eur 1 5 million for the corresponding period of 2009,negative,[],[],"['eur', 'quarter', 'period', 'net', 'profit', 'company']",['down'],['company_down'],"['period_down', 'net_down', 'eur_down', 'profit_down', 'quarter_down']",-4,negative,True
the sellers include 40 shareholders including intellibis management employees and other investors,neutral,[],[],[],[],[],[],0,neutral,True
at this growth rate paying off the national debt will be extremely painful,negative,[],[],['growth'],[],[],[],0,neutral,False
the cosmetics collection includes an eye shadow face powder lip gloss mascara and accessories,neutral,[],[],[],[],[],[],0,neutral,True
the lithuanian beer market made up 14 41 million liters in january a rise of 0 8 percent from the year earlier figure the lithuanian brewers association reporting citing the results from its members,positive,[],[],"['liter', 'percent', 'beer', 'result', 'year']","['rise', 'up']","['liter_up', 'percent_rise', 'year_rise', 'year_up', 'beer_up', 'beer_rise', 'percent_up', 'liter_rise']","['result_up', 'result_rise']",6,positive,True
the measures result from the statutory joint negotiations with employees which started in february and concerned all operations in the country,neutral,[],['concerned'],['result'],[],[],[],-1,negative,False
productional situation has now improved,positive,['improved'],[],[],[],[],[],1,positive,True
shares will be acquired in accordance with section 5 of the rules of nasdaq omx helsinki and other rules applicable to the acquisition of own shares,neutral,[],[],['share'],[],[],[],0,neutral,True
the net sales of the power plants business were eur 710 3 million in 2005,neutral,[],[],"['plant', 'eur', 'sale', 'business', 'net']",[],[],[],0,neutral,True
as part of the reorganization kauko telko ltd will be divided into telko ltd leipurin ltd hamina terminal services ltd and kaukomarkkinat ltd,neutral,[],[],[],[],[],[],0,neutral,True
the hull of the vessel was built one block at a time and ruukki delivered the plate material for each block as construction progressed,neutral,['progressed'],[],['construction'],[],[],[],1,positive,False
reported operating margin was a negative 5 9,negative,[],['negative'],['margin'],[],[],[],-1,negative,True
profit after taxes totaled eur 12 1 mn,neutral,[],[],"['eur', 'profit', 'mn']",[],[],[],0,neutral,True
the orders are for 26 machine room less kone monospace elevators which would be installed during 2006,neutral,[],[],['order'],[],[],[],0,neutral,True
in its financial report published on friday seb said its net profit soared to sek6 745 bn in 2010 from a year earlier sek1 114 bn and proposed a 50 dividend increase to sek1 50 per share,positive,[],[],"['report', 'net', 'profit', 'year', 'share']",['increas'],"['year_increas', 'report_increas', 'net_increas', 'share_increas', 'profit_increas']",[],5,positive,True
efore s results for the last quarter showed an even faster improvement as the company managed to better source its components,positive,"['better', 'improvement']",[],"['company', 'quarter', 'result']","['better', 'faster']","['quarter_better', 'quarter_faster']","['company_faster', 'result_faster', 'company_better', 'result_better']",0,neutral,False
consolidated net sales increased 16 to reach eur74 8 m while operating profit amounted to eur0 9 m compared to a loss of eur0 7 m in the prior year period,positive,[],['loss'],"['sale', 'period', 'net', 'profit', 'year']",['increas'],"['year_increas', 'period_increas', 'net_increas', 'sale_increas', 'profit_increas']",[],4,positive,True
a meeting of glisten shareholders to vote on the bid will be held on 12 march,neutral,[],[],[],[],[],[],0,neutral,True
17 march 2011 goldman sachs estimates that there are negative prospects for the norwegian mobile operations of norway s telenor asa osl : tel and sweden s teliasonera ab sto : tlsn in the short term,negative,[],['negative'],[],[],[],[],-1,negative,True
the sale price was not disclosed,neutral,[],['disclosed'],['sale'],[],[],[],-1,negative,False
in addition the company is considering the start of production in russia,neutral,[],[],['company'],[],[],[],0,neutral,True
vaisala s present weather detector measures visibility up to 20 km as well as precipitation type and intensity,neutral,[],[],[],['up'],[],[],0,neutral,True
the purchase price was not disclosed,neutral,[],['disclosed'],[],[],[],[],-1,negative,False
the agreement includes the entire process of managing mercator s supply chain in all regions where the company is currently present,neutral,[],[],['company'],[],[],[],0,neutral,True
the turbines are expected to be launched by the end of 2012,neutral,[],[],['end'],[],[],[],0,neutral,True
the period s sales dropped to eur 30 6 million from eur 38 3 million according to the interim report released today,negative,[],['dropped'],"['eur', 'sale', 'report', 'period']",['drop'],[],"['eur_drop', 'report_drop', 'sale_drop', 'period_drop']",-5,negative,True
adp news nov 5 2008 finnish electronic measurement products and solutions maker vaisala oyj omx : vaias said today that its net profit rose to eur 18 million usd 23 1 m for the first nine months of 2008 from eur 1,positive,[],[],"['eur', 'product', 'news', 'month', 'solution', 'net', 'profit', 'oyj', 'maker']",['rose'],"['eur_rose', 'solution_rose', 'profit_rose', 'oyj_rose', 'month_rose', 'news_rose', 'net_rose', 'maker_rose', 'product_rose']",[],9,positive,True
the contract also includes installation work in a new multistorey carpark for close on 1 000 vehicles,neutral,[],[],['contract'],[],[],[],0,neutral,True
before fki john jiang has worked in several general manager or senior business consultant positions for international companies in china,neutral,[],[],"['company', 'business']",[],[],[],0,neutral,True
the airline estimated that the cancellation of its flights due to the closure of european airspace and the process of recommencing traffic have caused a the company a loss of eur20m including the costs of stranded passengers accommodation,negative,[],"['closure', 'cancellation', 'loss']","['company', 'passenger', 'traffic', 'cost']",[],[],[],-3,negative,True
operating profit excluding non recurring items totaled eur 0 2 mn down from eur 0 8 mn in the corresponding period in 2006,negative,[],[],"['eur', 'period', 'profit', 'item', 'mn']",['down'],[],"['period_down', 'eur_down', 'item_down', 'mn_down', 'profit_down']",-5,negative,True
curators have divided their material into eight themes,neutral,[],[],[],[],[],[],0,neutral,True
the number of customers is one of the most important parameters in determining the price of electricity networks,neutral,[],[],[],[],[],[],0,neutral,True
the committee proposes the following remuneration : a monthly remuneration of eur 5 000 for the chairman eur 3 500 for the deputy chairman and eur 2 500 for the other board members,neutral,[],[],['eur'],[],[],[],0,neutral,True
capman said the deal s effect on its cash flow for 2009 totals eur3 4 m but the transaction would not affect its financial results for 2009 as it was executed at fair value,neutral,[],[],"['value', 'result']",[],[],[],0,neutral,True
srv will also build an aqua park with wellness area a restaurant and a multifunctional ice arena,neutral,[],[],['area'],[],[],[],0,neutral,True
alexandria va may 16 kenneth bower of vista calif has developed an ornamental design for a handset the u s patent & trademark office announced,neutral,[],[],[],[],[],[],0,neutral,True
the site will cover over six hectares,neutral,[],[],[],[],[],[],0,neutral,True
the company s board of directors would propose a dividend of eur1 00 per share for 2005,neutral,[],[],"['company', 'share']",[],[],[],0,neutral,True
the sellers were the founders of the company,neutral,[],[],['company'],[],[],[],0,neutral,True
the stena poseidon is a so called panamax tanker designed to be able to pass through the narrow passages in the panama canal s locks,neutral,['able'],[],[],[],[],[],1,positive,False
manavigator september 7 2010 kemira unveils indian jv with ivrcl finnish chemicals group kemira hel : kra1v on tuesday announced it has inked a deal to form a joint venture in india with local construction firm ivrcl infrastructure and projects ltd bom :530773,positive,[],[],"['september', 'group', 'construction']",[],[],[],0,neutral,False
alma media s operating profit amounted to eur 11 9 mn down from eur 15 0 mn a year earlier,negative,[],[],"['eur', 'medium', 'profit', 'year', 'mn']",['down'],[],"['eur_down', 'mn_down', 'profit_down', 'medium_down', 'year_down']",-5,negative,True
zao yit moskovia builds housing in moscow and its surrounding cities,neutral,[],[],[],[],[],[],0,neutral,True
net sales for the period are expected to fall well below that of last year and the result after non recurring items is expected to be in the red,negative,[],[],"['sale', 'period', 'net', 'result', 'year', 'item']",['fall'],['result_fall'],"['sale_fall', 'net_fall', 'year_fall', 'period_fall', 'item_fall']",-4,negative,True
according to gran the company has no plans to move all production to russia although that is where the company is growing,neutral,[],[],['company'],['grow'],[],['company_grow'],-1,negative,False
apartments of yit home may be purchased in 5 regions of russia where yit subsidiaries carry out their activities : moscow and moscow region st petersburg ekaterinburg kazan and rostov on don,neutral,[],[],[],[],[],[],0,neutral,True
based on the first quarter result existing order backlog and new order prospects the company expects that full year sales will contract by 25 from 2008 the gross margin will stay at a healthy level and the operating profit margin will be lower than in 2008 due to lower sales volume,negative,[],[],"['sale', 'margin', 'quarter', 'order', 'contract', 'profit', 'volume', 'result', 'company', 'year']",[],[],[],0,neutral,False
budapest august 10 mti finnish electronics maker elcoteq will lay off 700 workers at its plants in pecs s hungary at the end of september because of falling orders communications director for elcoteq s local unit zoltan krippl told mti on monday,negative,[],[],"['plant', 'order', 'september', 'maker', 'end', 'communication']",['fall'],['plant_fall'],"['september_fall', 'communication_fall', 'maker_fall', 'order_fall', 'end_fall']",-4,negative,True
